job_id,title,company,location,description,requirements,industry
EV-045,"Battery Safety Test Engineer","SafeCell Labs","Fremont, CA","SafeCell Labs is an independent battery safety testing laboratory serving the EV industry. We are looking for a Test Engineer to plan and execute abuse testing on battery cells, modules, and packs per UL 2580, UN 38.3, and SAE J2464 standards. You will subject batteries to nail penetration, crush, overcharge, external short circuit, and thermal abuse while monitoring with high-speed data acquisition systems. SOLIDWORKS is used for designing crush platens, test fixtures, and safety enclosures with adequate blast containment. GD&T ensures test fixtures produce repeatable loading conditions. FEA validates fixture structural integrity under extreme test forces. MATLAB processes the enormous datasets generated during abuse tests. Understanding of BMS fault response is important for interpreting test results when the BMS intervenes during abuse scenarios. Safety is our number one priority, and you will follow strict PPE and facility safety protocols. We operate within an ISO 9001 quality management system. This role requires a person who is methodical, safety-conscious, and excited by the controlled chaos of battery abuse testing. Our Fremont lab is state-of-the-art with remote-operated test chambers and real-time video monitoring.","- BS in Mechanical Engineering\n- 2-5 years of battery testing or related destructive testing experience\n- Proficiency in SOLIDWORKS for fixture design\n- GD&T knowledge for fixture tolerancing\n- FEA for structural validation of test fixtures\n- MATLAB for data processing and analysis\n- Understanding of BMS behavior during fault conditions\n- Knowledge of battery safety test standards (UL 2580, UN 38.3)\n- Familiarity with ISO 9001 quality systems\n- Meticulous attention to safety protocols\n- Strong technical writing for test reports",EV/Automotive
EV-046,"Mechanical Design Engineer - Power Electronics","InverterPro Technologies","San Jose, CA","InverterPro Technologies designs silicon carbide (SiC) inverters and onboard chargers for the EV market. We need a Mechanical Design Engineer to own the mechanical packaging of our power electronics modules. You will design housings, heat sinks, busbar assemblies, and connector interfaces in SOLIDWORKS. Thermal analysis is a critical daily activity because power electronics efficiency and reliability depend on effective heat removal. You will perform thermal simulations using ANSYS to optimize cold plate and heat sink designs, supplemented by CFD for forced-air cooling configurations. FEA validates housing designs under vibration and shock loads per automotive qualification standards. GD&T ensures proper fit at the system level with tight tolerances on coolant sealing surfaces. DFM for die casting and CNC machining processes is important since our housings are produced through both methods. Tolerance stack-up analysis on busbar connections ensures proper electrical contact pressure. You will also contribute to DFMEA activities and support production launch at our contract manufacturer. MATLAB and Python round out the toolkit for data analysis. San Jose location with competitive startup compensation and equity.","- BS or MS in Mechanical Engineering\n- 3-6 years of power electronics or thermal packaging experience\n- Proficiency in SOLIDWORKS\n- Strong thermal analysis skills using ANSYS\n- CFD experience for cooling system design\n- FEA for structural and vibration analysis\n- Thorough GD&T knowledge\n- DFM expertise for die casting and CNC machining\n- Tolerance stack-up analysis skills\n- MATLAB and Python proficiency\n- DFMEA experience\n- Understanding of DFM/DFA principles",EV/Automotive
EV-047,"Vehicle Program Mechanical Engineer","CrossCurrent EV","Nashville, TN","CrossCurrent EV is a Series C startup developing affordable EVs for the mass market. We are hiring a Vehicle Program Mechanical Engineer to support program execution across multiple vehicle subsystems. This is a generalist role that requires breadth over depth. You will touch everything from chassis to body to battery integration, supporting design reviews, tracking open issues, and coordinating engineering changes. Project management skills are paramount as you will maintain program timing charts, lead weekly cross-functional stand-ups, and escalate risks to leadership. Agile methodology experience translates well into our rapid development cadence. SOLIDWORKS is used for design reviews and packaging assessments. You should understand GD&T well enough to evaluate drawing quality and flag issues. Familiarity with DFM principles, DFMEA, and APQP helps you contribute meaningfully to milestone gate reviews. AutoCAD is used occasionally for plant layout documentation. Strong technical writing and documentation skills are required for engineering change notices and design review minutes. If you are an organized, communicative engineer who enjoys seeing the big picture, CrossCurrent needs you. Nashville office with a vibrant team culture and startup energy.","- BS in Mechanical or Automotive Engineering\n- 4-7 years of automotive program or project engineering experience\n- Project management skills; PMP or Agile certification preferred\n- Proficiency in SOLIDWORKS\n- Understanding of GD&T\n- Familiarity with DFM, DFMEA, and APQP processes\n- AutoCAD skills\n- Strong technical writing and documentation abilities\n- Experience with BMS and electric powertrain architecture is a plus\n- Excellent organizational and communication skills",EV/Automotive
EV-048,"Tooling Design Engineer","DieCast Solutions EV","Toledo, OH","DieCast Solutions EV specializes in aluminum die casting tooling for EV structural components. We are hiring a Tooling Design Engineer to design and develop high-pressure die casting dies for battery tray, motor housing, and structural node applications. You will work primarily in SOLIDWORKS with supporting AutoCAD work for die assembly drawings. Understanding of DFM for die casting is the foundation of this role, including draft angles, parting line placement, gating and venting design, and cooling channel layout. GD&T on your die designs translates directly to part dimensional capability, so precision is critical. FEA is used to analyze die structural integrity under clamping and injection pressures, as well as thermal cycling fatigue. Thermal analysis of die cooling channels optimizes cycle time and part quality. You will work closely with our die maintenance team to incorporate lessons learned from production into new die designs. Knowledge of lean manufacturing supports our continuous improvement culture. Experience with Creo Parametric is valuable since some of our OEM customers provide part data in Creo format. Toledo is a die casting hub with deep talent and industry knowledge. Competitive salary plus overtime for launch support periods.","- BS in Mechanical or Manufacturing Engineering\n- 5-8 years of die casting tooling design experience\n- Proficiency in SOLIDWORKS and AutoCAD\n- Expert DFM knowledge for die casting processes\n- Strong GD&T skills\n- FEA for die structural and thermal analysis\n- Thermal analysis of cooling channel performance\n- Experience with Creo Parametric is a plus\n- Understanding of lean manufacturing principles\n- Knowledge of sheet metal and machining as secondary operations\n- Hands-on experience with die tryout and troubleshooting",EV/Automotive
EV-049,"EV Range Optimization Engineer","EffiDrive Technologies","Palo Alto, CA","EffiDrive Technologies is focused on maximizing the range of electric vehicles through holistic vehicle efficiency optimization. We need an engineer who can find every watt-hour of energy savings across aerodynamics, rolling resistance, mass, and parasitic loads. You will build full-vehicle energy models in MATLAB/Simulink, correlate them with real-world drive data, and identify the most cost-effective improvement opportunities. CFD is used for aerodynamic analysis of body surfaces and underbody components. Lightweight optimization is a key lever, and you will apply topology optimization tools in ANSYS to reduce structural mass. SOLIDWORKS is used for component design modifications. Python scripting automates parametric studies and generates performance trade-off plots. Understanding of BMS and battery behavior is important for accurately modeling energy throughput. GD&T knowledge supports your interaction with component design teams. Regenerative braking energy recovery optimization is part of the scope since you will evaluate regen strategies and their impact on range. This is a role for someone who thinks at the system level and loves data-driven engineering. Palo Alto compensation includes base salary, performance bonus, and equity.","- MS in Mechanical or Automotive Engineering\n- 3-7 years of vehicle energy or efficiency engineering experience\n- Strong MATLAB/Simulink skills for vehicle modeling\n- CFD experience for aerodynamic analysis\n- Proficiency in SOLIDWORKS and ANSYS\n- Python programming for data analysis and automation\n- Understanding of BMS and battery energy behavior\n- GD&T knowledge\n- Experience with lightweight optimization and topology optimization\n- Knowledge of regenerative braking energy recovery\n- FEA skills for structural analysis of lightweighted components",EV/Automotive
EV-050,"Production Supervisor - EV Battery Assembly","GreenLine Assembly","Chattanooga, TN","GreenLine Assembly is expanding our EV battery module production line and needs a Production Supervisor to lead a team of 25-30 assembly technicians across two shifts. While this is a leadership role, it requires a strong mechanical engineering foundation. You will troubleshoot production issues in real-time, interpret engineering drawings with GD&T, and collaborate with manufacturing engineers on process improvements. Experience with lean manufacturing principles (5S, standardized work, daily management boards) is essential for maintaining a world-class production floor. You will use SPC to monitor critical process parameters and escalate quality trends before they become containment situations. Understanding of IATF 16949 quality requirements helps you maintain audit-readiness at all times. Root cause analysis using 8D or similar structured problem-solving is part of your weekly routine. AutoCAD is used to maintain production cell layouts. Familiarity with ERP systems (SAP) for production scheduling and material management is expected. You should also understand high-voltage safety requirements for battery assembly operations. Chattanooga offers an excellent quality of life with affordable housing and world-class outdoor recreation.","- BS in Mechanical, Industrial, or Manufacturing Engineering\n- 5+ years of manufacturing experience including 2+ years in supervision\n- Strong GD&T interpretation skills\n- Experience with lean manufacturing (5S, standardized work, kaizen)\n- SPC knowledge and process monitoring experience\n- Understanding of IATF 16949 quality systems\n- Root cause analysis skills (8D methodology)\n- AutoCAD for layout documentation\n- ERP system experience (SAP preferred)\n- High-voltage safety awareness for battery assembly\n- Strong leadership and communication skills",EV/Automotive
EV-051,"Mechanical Engineer - Autonomous Vehicle Sensor Integration","LidarMount Systems","Palo Alto, CA","LidarMount Systems develops precision mechanical mounts and housings for autonomous vehicle sensor suites. We are looking for a Mechanical Engineer to design mounting systems that maintain sub-millimeter alignment accuracy for LiDAR, camera, and radar sensors on EV platforms. You will model complex assemblies in SOLIDWORKS and CATIA, performing tolerance stack-up analysis to guarantee sensor pointing accuracy under thermal expansion, vibration, and vehicle loading. GD&T expertise is critical because many of our features use profile tolerances and position callouts with datum reference frames optimized for sensor alignment. FEA in ANSYS validates structural stiffness and natural frequencies of mount assemblies. Thermal analysis quantifies thermal drift effects on alignment. Our interface specifications are defined through detailed documentation, so strong technical writing skills are essential. Python automates our tolerance sensitivity analysis workflows. DFM considerations for CNC machining of aluminum and steel mounts keep costs manageable. This niche field sits at the intersection of precision mechanics and autonomous driving, and our Palo Alto team works with the leading AV companies. Competitive salary with stock options.","- BS or MS in Mechanical Engineering\n- 3-5 years of precision mechanical design experience\n- Proficiency in SOLIDWORKS and CATIA\n- Expert GD&T skills per ASME Y14.5\n- Tolerance stack-up analysis expertise\n- FEA in ANSYS for structural and thermal analysis\n- Understanding of thermal analysis effects on alignment\n- Python scripting for analysis automation\n- DFM for CNC machining\n- Strong technical writing and documentation skills\n- Experience with vibration analysis is a plus",EV/Automotive
EV-052,"EV Cooling System Design Engineer","ThermalEdge Automotive","Detroit, MI","ThermalEdge Automotive designs integrated cooling systems for EVs, including coolant circuits for batteries, motors, inverters, and cabin climate. We need a Cooling System Design Engineer to develop radiators, heat exchangers, coolant pumps, and plumbing assemblies. SOLIDWORKS is our primary CAD tool, with AutoCAD for system schematic drawings. You will perform thermal analysis using analytical methods and ANSYS for component-level CFD. MATLAB/Simulink is used for system-level coolant circuit modeling to predict temperature performance across all operating conditions. DFM/DFA for brazed aluminum heat exchangers and rubber hose assemblies is part of your design process. GD&T is applied to port interfaces, mounting locations, and sealing surfaces. FEA validates hose clamp retention forces and bracket structural adequacy. You will support DFMEA development and work within our APQP process for new program launches. Understanding of BMS thermal requirements helps you size the battery cooling circuit correctly. This is a core competency role in EV thermal management, and our Detroit team has deep expertise. Competitive pay, benefits, and annual bonus.","- BS or MS in Mechanical Engineering\n- 4-6 years of automotive cooling system design experience\n- Proficiency in SOLIDWORKS and AutoCAD\n- ANSYS experience for thermal analysis and CFD\n- MATLAB/Simulink for system modeling\n- Strong GD&T skills\n- DFM/DFA for heat exchanger and plumbing components\n- FEA for structural analysis\n- Understanding of BMS thermal requirements\n- DFMEA and APQP experience\n- Knowledge of Finite Element Analysis methods",EV/Automotive
EV-053,"Supplier Quality Engineer - EV Components","ElectriParts Sourcing","Detroit, MI","ElectriParts Sourcing is a procurement and supplier management company serving EV OEMs. We are hiring a Supplier Quality Engineer to manage the quality of purchased mechanical components including castings, stampings, machined parts, and plastic moldings. You will conduct supplier audits per IATF 16949, review and approve PPAP submissions, and lead APQP activities for new component launches. GD&T proficiency is essential for reviewing supplier drawings and dimensional inspection reports. You will use root cause analysis (8D) to resolve supplier quality issues and work with suppliers to implement corrective actions. Statistical process control data review is part of your ongoing monitoring responsibilities. SOLIDWORKS or AutoCAD skills help you interpret 3D models and drawings during design reviews. Understanding of DFM for various manufacturing processes helps you assess supplier capability. We also expect familiarity with ISO 9001 quality management systems. This role requires travel to suppliers across the Midwest and Southeast (approximately 30-40%). Detroit-based with a company car and travel per diem. Strong interpersonal skills are needed to build productive supplier relationships while maintaining quality standards.","- BS in Mechanical or Industrial Engineering\n- 4-7 years of supplier quality engineering experience in automotive\n- Strong GD&T skills per ASME Y14.5\n- Knowledge of IATF 16949 and ISO 9001\n- APQP and PPAP expertise\n- Root cause analysis experience (8D methodology)\n- SPC knowledge for process monitoring\n- SOLIDWORKS or AutoCAD skills\n- Understanding of DFM for castings, stampings, and machining\n- Lean Six Sigma certification preferred\n- Willingness to travel 30-40%",EV/Automotive
EV-054,"Mechanical Design Engineer - EV Skateboard Platform","FrameForge EV","Austin, TX","FrameForge EV is developing a universal skateboard platform for multiple EV body styles. We need a Mechanical Design Engineer to work on the platform structure, including battery tray, cross members, front and rear subframes, and body mounting interfaces. This platform-first approach requires parametric design skills in SOLIDWORKS where one master model can be adapted for sedan, SUV, and truck configurations. You will perform structural analysis using FEA in ANSYS and conduct lightweight optimization studies using topology optimization. GD&T on platform drawings must accommodate multiple body styles while maintaining structural and dimensional integrity. MATLAB scripting supports parametric analysis sweeps. DFM/DFA considerations for stamped and extruded aluminum structures are integral to your designs. You will lead tolerance stack-up analysis across the platform-to-body interface, one of the most dimensionally critical areas of the vehicle. Familiarity with electric powertrain packaging, specifically motor and battery integration, is important. Our Austin team is lean, technical, and focused on shipping a production-ready platform. Competitive salary, meaningful equity, and a flexible work environment.","- BS or MS in Mechanical Engineering\n- 4-7 years of structural or platform design experience in automotive\n- Proficiency in SOLIDWORKS\n- FEA skills in ANSYS for structural analysis\n- Experience with lightweight optimization and topology optimization\n- Strong GD&T knowledge\n- Tolerance stack-up analysis expertise\n- MATLAB scripting for parametric studies\n- DFM/DFA for stamped and extruded aluminum\n- Understanding of electric powertrain packaging\n- Knowledge of Finite Element Analysis methods for crash and stiffness",EV/Automotive
EV-055,"Reliability Engineer - EV Batteries","EnduraCell Systems","Fremont, CA","EnduraCell Systems manufactures battery systems for passenger EVs and energy storage applications. We are looking for a Reliability Engineer to develop and execute reliability growth programs for our battery products. You will apply statistical methods to predict product lifetime, analyze warranty data, and design accelerated life tests that compress years of field usage into weeks of lab testing. MATLAB and Python are your primary analysis tools for Weibull analysis, degradation modeling, and Monte Carlo simulation. Understanding of BMS telemetry data helps you extract meaningful reliability indicators from fleet data. FEA-based fatigue analysis supports your predictions of mechanical failure modes under vibration and thermal cycling. SOLIDWORKS proficiency is expected for designing test specimens and fixtures. GD&T knowledge ensures you understand critical tolerances that impact reliability. DFMEA leadership is a core responsibility since you will identify failure modes and drive design mitigations. Familiarity with Lean Six Sigma and root cause analysis helps you close the loop on field issues. ISO 9001 quality system experience rounds out the profile. Our Fremont team is data-driven and technically demanding. Competitive compensation and equity.","- BS or MS in Mechanical Engineering\n- 4-7 years of reliability engineering experience\n- Strong MATLAB and Python skills for statistical analysis\n- Experience with BMS data analysis\n- FEA-based fatigue analysis knowledge\n- Proficiency in SOLIDWORKS\n- GD&T understanding\n- DFMEA leadership experience\n- Lean Six Sigma Green Belt preferred\n- Root cause analysis (8D) experience\n- ISO 9001 familiarity\n- Knowledge of accelerated life testing methods",EV/Automotive
EV-056,"CAE Engineer - Crash and Safety","ImpactZone Engineering","Detroit, MI","ImpactZone Engineering is a consulting firm specializing in crash and safety simulation for automotive OEMs transitioning to EV platforms. We are hiring a CAE Engineer to perform crash simulations using LS-DYNA and RADIOSS. You will build, run, and post-process full-vehicle and component-level crash models, assessing regulatory compliance with FMVSS and IIHS test protocols. Geometry preparation from CATIA and SOLIDWORKS models is a daily activity. Strong FEA fundamentals are required, including element quality, mesh convergence, material model selection, and contact definitions. GD&T awareness helps you understand manufacturing variation impacts on crash performance. Structural analysis under static loads complements your dynamic simulation capabilities. MATLAB and Python scripting automate model setup and results extraction. You will also perform lightweight optimization studies to help clients achieve mass targets without sacrificing crash safety. Experience with sheet metal forming simulation (AutoForm or similar) is a differentiator since formed-part properties significantly affect crash behavior. Our Detroit office works with both legacy OEMs and new EV entrants, giving you diverse project exposure. Competitive hourly rates, flexible scheduling, and a collaborative engineering culture.","- MS in Mechanical Engineering\n- 3-6 years of crash simulation experience\n- Expert in LS-DYNA or RADIOSS\n- Proficiency with CATIA and SOLIDWORKS geometry\n- Strong FEA fundamentals\n- GD&T knowledge\n- MATLAB and Python scripting\n- Structural analysis capabilities\n- Lightweight optimization experience\n- Understanding of sheet metal forming effects on crash\n- Technical writing for simulation reports",EV/Automotive
EV-057,"Mechanical Engineering Co-Op - EV Startup","ChargeAhead Motors","Austin, TX","ChargeAhead Motors is an early-stage EV startup in Austin looking for a Mechanical Engineering Co-Op student for a 6-month rotation. This is a unique opportunity to experience startup engineering firsthand. You will work directly with our founding engineering team on battery enclosure design, bracket and hardware modeling in SOLIDWORKS, and basic FEA validation in SolidWorks Simulation. GD&T will be taught and applied on real production drawings. You will learn MATLAB for data processing and get exposure to DFM for sheet metal and machined parts. Co-op students at ChargeAhead are treated as full team members with real responsibilities. You will attend design reviews, contribute to brainstorming sessions, and have the opportunity to see your designs fabricated in our prototype shop. We are looking for students who are proactive, curious, and comfortable with ambiguity. If you are preparing for the Fundamentals of Engineering exam, this hands-on experience will strengthen your practical knowledge across multiple exam domains. We offer a competitive stipend, free lunch, and the chance to help build a company from the ground up.","- Currently enrolled in a BS Mechanical Engineering program\n- Completed coursework in statics, dynamics, mechanics of materials, and thermodynamics\n- Basic SOLIDWORKS skills\n- Eagerness to learn GD&T and FEA\n- Interest in electric vehicles\n- Preparing for the FE exam is encouraged\n- Strong work ethic and curiosity\n- Ability to work on-site in Austin, TX\n- US work authorization required",EV/Automotive
EV-058,"Senior EV Platform Architect","NovaBattery Corp","Austin, TX","NovaBattery Corp is expanding beyond battery packs into full EV platform architecture. We are seeking a Senior EV Platform Architect with 12+ years of experience to define the next-generation modular platform that will underpin sedans, crossovers, and commercial vehicles. You will set the technical vision for skateboard architecture, defining hard points, interface specifications, and structural requirements. CATIA and SOLIDWORKS are used for platform packaging studies, and you will leverage MATLAB/Simulink for vehicle-level performance models spanning dynamics, energy consumption, and thermal management. Systems engineering (MBSE) approach is required for managing the complexity of cross-system interfaces. You will lead DFMEA at the platform level and define the validation plan for structural, NVH, and durability targets. GD&T standards for the platform will be established under your guidance. Experience with FEA for crash and stiffness is expected, as is understanding of lightweight optimization strategies. CAN bus network architecture definition is part of the scope since the platform must support multiple body controller configurations. Electric powertrain integration expertise is non-negotiable. This is a director-level technical role reporting to the VP of Engineering. Austin-based with top-tier compensation.","- MS in Mechanical or Automotive Engineering\n- 12+ years of automotive platform or architecture experience\n- Expert in CATIA and SOLIDWORKS\n- Strong MATLAB/Simulink skills\n- Systems engineering (MBSE) expertise\n- GD&T standard-setting experience\n- FEA knowledge for crash, stiffness, and fatigue analysis\n- Lightweight optimization and topology optimization experience\n- CAN bus architecture understanding\n- Electric powertrain integration expertise\n- DFMEA leadership at the system level\n- Strong technical writing and presentation skills",EV/Automotive
EV-059,"Mechanical Engineer - Autonomous EV Features","SelfDrive Robotics","Palo Alto, CA","SelfDrive Robotics is building the mechanical foundation for Level 4 autonomous electric delivery vehicles. We need a Mechanical Engineer to design and integrate mechanical safety features and user-facing interface components for our autonomous platform. This includes exterior sensor cleaning systems, cargo access mechanisms, human-machine interface hardware, and weatherproofing solutions. You will work primarily in SOLIDWORKS with supporting work in Fusion 360 for rapid concept exploration. DFM for injection molding and sheet metal fabrication drives your design choices. GD&T ensures precise fitment of mechanical components within the vehicle body. AutoCAD is used for vehicle-level interface drawings shared with our integration partners. You will collaborate with robotics software engineers on mechanism specifications and actuator selection. Thermal analysis of enclosed electronics compartments ensures reliable operation. This role requires creative mechanical design thinking applied to novel problems that no textbook covers. We are a small team with big ambitions, and every engineer has outsized impact. Palo Alto compensation with meaningful equity and comprehensive benefits. No experience with autonomous vehicles specifically required, just great mechanical engineering fundamentals.","- BS in Mechanical Engineering\n- 3-5 years of product or vehicle design experience\n- Proficiency in SOLIDWORKS and Fusion 360\n- Understanding of GD&T\n- DFM knowledge for injection molding and sheet metal\n- AutoCAD skills\n- Thermal analysis capability for electronics enclosures\n- FEA for structural validation\n- Creative problem-solving for novel mechanical challenges\n- Strong communication skills for cross-disciplinary collaboration",EV/Automotive
EV-060,"EV Suspension Component Design Engineer","RideWell Dynamics","Detroit, MI","RideWell Dynamics is a Tier 1 suspension supplier expanding into the EV market. We are hiring a Component Design Engineer to design control arms, knuckles, ball joints, and bushings for electric vehicle platforms. EV platforms present unique suspension challenges including higher unsprung mass from hub motors and unique packaging constraints from floor-mounted batteries. You will model components in Creo Parametric and SOLIDWORKS, perform FEA for stress, fatigue, and stiffness using ANSYS, and apply GD&T per ASME Y14.5 on production drawings. DFM for forging, casting, and machining processes guides your design decisions. Sheet metal stamped brackets and shields are also within scope. Tolerance stack-up analysis ensures proper assembly across the full build variation range. DFMEA and APQP deliverables are part of every program. Knowledge of IATF 16949 is expected. MATLAB is used for suspension load data processing and durability analysis. Structural analysis of welded joints and bushing retention features requires attention to detail. Our Detroit engineering center has over 200 engineers and a dedicated suspension test lab. Strong benefits package, including tuition reimbursement and engineering society membership support.","- BS in Mechanical Engineering\n- 4-7 years of suspension component design experience\n- Proficiency in Creo Parametric and/or SOLIDWORKS\n- FEA expertise in ANSYS for structural and fatigue analysis\n- Strong GD&T knowledge\n- DFM experience for forging, casting, and machining\n- Sheet metal design experience\n- Tolerance stack-up analysis skills\n- DFMEA and APQP experience\n- IATF 16949 familiarity\n- MATLAB for load data processing and structural analysis",EV/Automotive
EV-061,"EV Charger Hardware Engineer","JuicePod Technologies","San Jose, CA","JuicePod Technologies designs residential and commercial EV charging stations. We are looking for a Hardware Engineer to develop the mechanical and electromechanical aspects of our wall-mount and pedestal chargers. You will design enclosures, cable management systems, connector holsters, and internal component mounting using Fusion 360 and SOLIDWORKS. DFM for injection molding, sheet metal fabrication, and overmolding is essential since we manufacture at high volume. GD&T on your drawings must reflect production realities while ensuring consistent product quality. Thermal analysis of internal power components prevents overheating during sustained high-power charging sessions. FEA validates enclosure impact resistance for outdoor installations. AutoCAD is used for installation detail drawings provided to electrical contractors. This role blends consumer product design sensibility with industrial ruggedization. Your designs must be attractive enough for a homeowner's garage yet tough enough for a gas station canopy. Python scripting is used for design optimization studies. Understanding of DFM/DFA helps keep our products cost-competitive. San Jose location in a dog-friendly office with free EV charging for employees, naturally.","- BS in Mechanical Engineering or Product Design Engineering\n- 3-5 years of product hardware design experience\n- Proficiency in Fusion 360 and SOLIDWORKS\n- DFM expertise for injection molding and sheet metal\n- GD&T skills\n- Thermal analysis for power electronics enclosures\n- FEA for structural validation\n- AutoCAD for installation drawings\n- Python scripting for design studies\n- DFM/DFA knowledge for cost-competitive design\n- Consumer product design aesthetic sensibility",EV/Automotive
EV-062,"EV Battery Recycling Equipment Engineer","CircularVolt Inc.","Louisville, KY","CircularVolt Inc. is a battery recycling startup designing automated equipment to disassemble end-of-life EV battery packs. We need a Mechanical Engineer to design disassembly fixtures, robotic end-effectors, and material separation equipment. This is a unique role that combines automotive battery knowledge with industrial automation. You will model equipment in SOLIDWORKS, perform FEA on structural frames and mechanisms, and create detailed drawings with GD&T for fabrication. DFM/DFA considerations for welded steel fabrications and machined components guide your designs. Understanding of BMS architecture helps you design safe disassembly procedures that account for residual energy in end-of-life packs. AutoCAD is used for facility layout drawings. MATLAB scripting processes sensor data from our pilot disassembly line. Safety is paramount since you are designing equipment that handles high-voltage battery components. Knowledge of lean manufacturing helps optimize our disassembly line throughput. Inventor experience is a plus as some legacy equipment was designed in that platform. Louisville is emerging as a hub for battery recycling with strong state incentive programs. Competitive startup compensation with equity.","- BS in Mechanical Engineering\n- 3-6 years of industrial equipment or automation design experience\n- Proficiency in SOLIDWORKS; Inventor experience a plus\n- FEA for structural analysis of equipment frames\n- GD&T for fabrication drawings\n- DFM/DFA for welded and machined assemblies\n- Understanding of BMS and battery safety\n- AutoCAD for facility layouts\n- MATLAB for data processing\n- Knowledge of lean manufacturing principles\n- High-voltage safety awareness",EV/Automotive
EV-063,"Mechanical Engineer - EV HVAC Systems","ClimateWorks EV","Detroit, MI","ClimateWorks EV develops heating, ventilation, and air conditioning systems specifically optimized for electric vehicles. We are hiring a Mechanical Engineer to design HVAC components including blower housings, evaporators, duct assemblies, and heat pump components. EV HVAC systems are critical because cabin heating directly impacts range, making efficiency paramount. You will model components in SOLIDWORKS and perform CFD analysis in ANSYS Fluent to optimize airflow distribution and heat exchanger performance. Thermal analysis extends to evaluating heat pump coefficient of performance across operating temperatures. MATLAB/Simulink system models predict cabin temperature pull-down and pull-up times under various ambient conditions. GD&T on duct and housing drawings ensures proper fit within the vehicle instrument panel and firewall areas. DFM for injection molding (duct housings) and brazed aluminum (heat exchangers) is core to the role. You will perform FEA on blower motor mounts and duct brackets for vibration durability. Familiarity with BMS thermal interaction is useful since the battery and cabin may share thermal circuits. Our Detroit engineering center is a 30-year veteran in automotive HVAC, now applying that expertise exclusively to EVs.","- BS or MS in Mechanical Engineering\n- 4-7 years of HVAC system design experience\n- Proficiency in SOLIDWORKS\n- CFD experience in ANSYS Fluent\n- Thermal analysis expertise\n- MATLAB/Simulink for system modeling\n- Strong GD&T skills\n- DFM for injection molding and brazed aluminum\n- FEA for structural and vibration analysis\n- Understanding of BMS thermal integration\n- Knowledge of heat pump systems for EVs",EV/Automotive
EV-064,"EV Transmission Design Engineer","GearVolt Drivetrains","Greenville, SC","GearVolt Drivetrains develops compact, efficient transmissions for electric vehicle powertrains. We are seeking a Transmission Design Engineer to work on single-speed and two-speed gear systems that maximize motor efficiency and vehicle performance. You will design gears, shafts, bearings, seals, and housings using SOLIDWORKS and Creo Parametric. Detailed gear analysis using specialized software complements your CAD work. FEA in ANSYS validates housing stiffness, shaft deflection, and bearing load distribution. GD&T for precision rotating assemblies requires tight profile and position tolerances on gear teeth and bearing bores. Thermal analysis of oil cooling systems ensures the gearbox stays within temperature limits during sustained high-torque operation. MATLAB is used for drivetrain efficiency mapping and gear ratio optimization. Understanding of vibration analysis helps you predict and mitigate gear mesh frequency excitation. DFM for forging, heat treatment, and precision grinding of gear components is important. Knowledge of CAN bus communication supports integration with the motor control unit. Electric powertrain packaging knowledge ensures your transmission integrates seamlessly with the motor and inverter. Greenville's automotive manufacturing cluster makes it an ideal location for this role.","- BS or MS in Mechanical Engineering\n- 5-8 years of transmission or gear system design experience\n- Proficiency in SOLIDWORKS and Creo Parametric\n- FEA in ANSYS for structural analysis\n- Strong GD&T for precision assemblies\n- Thermal analysis of oil cooling systems\n- MATLAB for drivetrain modeling\n- Vibration analysis for gear noise mitigation\n- DFM for forging, heat treatment, and grinding\n- CAN bus integration understanding\n- Electric powertrain packaging knowledge",EV/Automotive
EV-065,"Product Validation Engineer","CertifyEV Labs","Ann Arbor, MI","CertifyEV Labs provides product validation and certification testing services for EV components and systems. We are hiring a Product Validation Engineer to manage the testing of mechanical and electromechanical components per OEM specifications and industry standards. You will develop test plans, oversee execution on environmental chambers, vibration shakers, and mechanical test frames, and compile validation reports. SOLIDWORKS is used for test fixture and adapter design. GD&T expertise enables you to define critical measurement points and interpret dimensional inspection data. FEA supports test-simulation correlation activities that are increasingly demanded by our OEM clients. MATLAB and Python handle the significant data processing requirements of modern validation programs. Understanding of BMS-related test requirements for battery components is needed. You will support PPAP submissions by generating test data packages. Root cause analysis (8D) is employed when test failures occur. Our Ann Arbor lab is ISO 17025 accredited and operates under an ISO 9001 quality system. Strong technical writing skills are essential because our test reports are contractual deliverables. This role suits an organized engineer who thrives on data and process.","- BS in Mechanical Engineering\n- 3-6 years of product validation or testing experience\n- Proficiency in SOLIDWORKS\n- GD&T expertise for measurement definition\n- FEA for test-analysis correlation\n- MATLAB and Python for data analysis\n- Understanding of BMS test requirements\n- PPAP and APQP experience\n- Root cause analysis (8D) skills\n- ISO 9001 and/or ISO 17025 experience\n- Strong technical writing for test reports",EV/Automotive
