job_id,title,company,location,description,requirements,industry
AR-066,"Nacelle Structures Engineer","AirFlow Structures","Wichita, KS","AirFlow Structures designs engine nacelle and thrust reverser structures for commercial aircraft. We need a Nacelle Structures Engineer to design inlet, fan cowl, and thrust reverser components in CATIA V5. FEA in ANSYS validates structures for flight loads, bird strike, and acoustic requirements. The role requires composite structures expertise (carbon fiber and honeycomb), GD&T documentation, and DFM for autoclave manufacturing. Fatigue analysis and damage tolerance drive inspection program development. Tolerance stack-up ensures nacelle-engine fit. AS9100 and systems engineering coordinate with engine and aircraft teams. AutoCAD is used for interface drawings. Technical writing is essential.","- BS in Aerospace or Mechanical Engineering
- 4+ years nacelle or aerostructures design
- CATIA V5 for nacelle components
- ANSYS FEA for multi-load analysis
- Composite structures (CFRP, honeycomb)
- GD&T per ASME Y14.5
- DFM for autoclave manufacturing
- Fatigue and damage tolerance
- Tolerance stack-up for engine fit
- AS9100, systems engineering, and technical writing","Aerospace/Robotics"
AR-067,"Medical Robotics Research Assistant","RoboMed Lab","Baltimore, MD","The RoboMed Lab at Johns Hopkins is seeking a Research Assistant for our surgical robotics program. This is an entry-level position ideal for recent ME or BME graduates interested in robotics research. You will assist with designing robot prototypes in SolidWorks, running FEA simulations in ANSYS, and programming robot behaviors in ROS2 using Python and C++. GD&T ensures manufactured prototypes meet design intent. 3D printing is used extensively for rapid prototyping. Machine learning for force estimation is an active research direction. MATLAB processes experimental data. Candidates with FE exam (EIT) certification or pursuing it are encouraged to apply.","- BS in Mechanical, Biomedical, or Robotics Engineering
- Recent graduate welcome
- SolidWorks proficiency
- Basic FEA (coursework or project level)
- ROS2 and Python programming
- C++ basics
- GD&T understanding
- 3D printing experience
- Machine learning awareness
- FE exam (EIT) preferred and MATLAB skills","Aerospace/Robotics"
AR-068,"Spacecraft Dynamics Analyst","OrbitalMech Systems","Houston, TX","OrbitalMech Systems performs orbital mechanics and spacecraft dynamics analysis. We need a Spacecraft Dynamics Analyst to model rigid body and flexible body dynamics for satellites during deployment, docking, and attitude maneuvers. MATLAB and Python are the primary tools for dynamics modeling. ANSYS provides FEA mode shapes for flexible body integration. CATIA V5 provides mass properties from CAD models. The role requires systems engineering to coordinate dynamics requirements across subsystems, vibration analysis for spacecraft qualification, and technical writing for formal analysis reports. AS9100 documentation is standard. GD&T knowledge helps interpret mechanism tolerances affecting dynamics. Fatigue analysis may be needed for deployment mechanisms.","- BS in Aerospace or Mechanical Engineering (MS preferred)
- 3+ years spacecraft dynamics or orbital mechanics
- MATLAB and Python for dynamics modeling
- ANSYS FEA for mode shapes
- CATIA V5 for mass properties
- Vibration analysis for qualification
- Systems engineering for dynamics integration
- Technical writing for analysis reports
- AS9100 documentation
- GD&T and fatigue analysis awareness","Aerospace/Robotics"
AR-069,"Robot Perception Engineer","VisionBot AI","San Jose, CA","VisionBot AI develops perception systems for robotic manipulation. We need a Robot Perception Engineer to develop 3D vision algorithms for object detection, pose estimation, and grasp planning. Python and C++ are used within the ROS2 framework. Machine learning (PyTorch, TensorFlow) trains perception models. The role requires understanding of robot mechanical design (SolidWorks) for sensor mounting and workspace analysis. MATLAB prototypes signal processing algorithms. Systems engineering connects perception outputs to motion planning inputs. While primarily a software role, understanding of structural analysis constraints and GD&T for sensor bracket specifications is valuable.","- BS/MS in Robotics, Computer Science, or Mechanical Engineering
- 3+ years robot perception or computer vision
- Python and C++ proficiency
- ROS2 framework experience
- Machine learning (PyTorch/TensorFlow)
- 3D vision and point cloud processing
- SolidWorks familiarity for sensor integration
- MATLAB for signal processing
- Systems engineering for perception pipeline
- GD&T awareness for sensor mounting","Aerospace/Robotics"
AR-070,"Satellite Thermal Hardware Designer","ThermoSat Systems","Los Angeles, CA","ThermoSat Systems designs thermal control hardware for satellite programs. We need a Thermal Hardware Designer to create CAD models of heat pipes, cold plates, heaters, and thermal shields in CATIA. Thermal analysis in ANSYS validates designs for orbital thermal environments. FEA ensures structural survival during launch. You will generate GD&T drawings for manufacturing, review DFM for CNC and brazing operations, and manage tolerance stack-ups at thermal interface contacts. Lightweight optimization is always critical for spacecraft. Systems engineering coordinates with structures and power teams. AS9100 governs documentation. MATLAB and Python automate thermal calculations.","- BS in Mechanical or Aerospace Engineering
- 3+ years thermal hardware design
- CATIA for thermal hardware modeling
- ANSYS for thermal and structural FEA
- GD&T per ASME Y14.5
- DFM for CNC and brazing
- Tolerance stack-up for thermal interfaces
- Lightweight optimization
- Systems engineering for thermal integration
- AS9100, MATLAB, and Python","Aerospace/Robotics"
AR-071,"Control Surfaces Mechanisms Engineer","AeroHinge Systems","Seattle, WA","AeroHinge Systems designs control surface actuation systems for commercial and military aircraft. We need a Control Surfaces Mechanisms Engineer to design hinge assemblies, actuator mounts, and linkage mechanisms in CATIA V5. You will perform FEA in ANSYS for fatigue and limit load cases. MATLAB models mechanism kinematics and actuator dynamics. The role requires GD&T for precision hinge components, tolerance stack-up for mechanism backlash control, and hydraulic actuator design. DFM for CNC machined components is essential. Fatigue analysis and damage tolerance drive design choices. AS9100 documentation and systems engineering for control surface integration are core.","- BS in Mechanical or Aerospace Engineering
- 4+ years flight control mechanism design
- CATIA V5 for mechanism design
- ANSYS FEA for fatigue and limit loads
- MATLAB for kinematics and dynamics
- GD&T per ASME Y14.5
- Tolerance stack-up for backlash control
- Hydraulic actuator design
- DFM for CNC machining
- Fatigue analysis, AS9100, and systems engineering","Aerospace/Robotics"
AR-072,"Senior UAV Structural Engineer","HawkEye Unmanned","Palmdale, CA","HawkEye Unmanned designs large military UAVs. We need a Senior UAV Structural Engineer to lead structural analysis and design of primary airframe structures. CATIA V5 is the primary CAD tool. ANSYS and Nastran perform FEA for flight loads, fatigue, and damage tolerance. The role requires expertise in composite structures (CFRP skins, honeycomb core), metallic fittings, and hybrid construction. GD&T and tolerance stack-up analysis ensure manufacturing quality. Lightweight optimization drives structural efficiency. You will mentor junior engineers, coordinate with systems engineering on structural integration, and produce AS9100 stress reports. Python and MATLAB automate repetitive analysis. AutoCAD is used for interface drawings.","- BS in Aerospace or Mechanical Engineering (MS preferred)
- 8+ years UAV or aircraft structures
- CATIA V5 for airframe design
- ANSYS and Nastran FEA
- Composite structures expertise (CFRP, honeycomb)
- GD&T and tolerance stack-up
- Fatigue and damage tolerance
- Lightweight optimization
- AS9100 stress reports
- AutoCAD, Python, MATLAB, and systems engineering","Aerospace/Robotics"
AR-073,"Fuselage Structures Designer","AirCraft Assemblies","Wichita, KS","AirCraft Assemblies designs fuselage structural components for regional and business aircraft. We need a Fuselage Structures Designer to create detailed models of frames, stringers, skins, and doors in CATIA V5. You will generate production drawings with GD&T, coordinate FEA loads with the stress group, and apply DFM for sheet metal forming and composite layup. Tolerance stack-up analysis ensures assembly fit across large fuselage sections. The role requires fatigue awareness for inspection interval determination, structural hand calculations for quick sizing, and AS9100 documentation. Lightweight optimization reduces empty weight.","- BS in Aerospace or Mechanical Engineering
- 3-5 years fuselage or aerostructures design
- CATIA V5 proficiency
- GD&T per ASME Y14.5
- DFM for sheet metal and composites
- Tolerance stack-up for fuselage assembly
- Fatigue awareness for inspection planning
- Structural hand calculations
- AS9100 documentation
- Lightweight optimization","Aerospace/Robotics"
AR-074,"Autonomous Inspection Robotics Engineer","InspectBot Technologies","Houston, TX","InspectBot Technologies develops robots for inspecting pipelines, tanks, and industrial infrastructure. We need a Robotics Engineer to design locomotion mechanisms, sensor housings, and deployment systems. SolidWorks is the primary CAD tool. FEA in ANSYS validates designs for harsh environments. You will work with ROS2 and Python for robot control software, apply DFM for CNC and 3D printing, and document designs with GD&T. Thermal analysis ensures electronics survive temperature extremes. Machine learning processes inspection data. Systems engineering coordinates mechanical, electrical, and software design. Lightweight optimization extends deployment range.","- BS in Mechanical or Robotics Engineering
- 3+ years inspection or field robotics
- SolidWorks for mechanical design
- ANSYS FEA for harsh environment loads
- ROS2 and Python for robot control
- DFM for CNC and 3D printing
- GD&T per ASME Y14.5
- Thermal analysis for electronics
- Machine learning for inspection data
- Systems engineering and lightweight optimization","Aerospace/Robotics"
AR-075,"Aerospace Structural Repair Engineer","RepairTech Aerospace","Tulsa, OK","RepairTech Aerospace performs structural repairs and modifications on military and commercial aircraft. We need a Structural Repair Engineer to analyze damage, design repair schemes, and produce engineering drawings. You will use SolidWorks and CATIA for repair design modeling. FEA in ANSYS validates repair structural integrity. The role requires deep knowledge of composite repair techniques (bonded patches, scarf repairs), metallic repair (doubler design), and GD&T for repair drawing documentation. Fatigue analysis ensures repairs meet design service life requirements. DFM for field repair installation is critical. AS9100 and MIL-HDBK documentation standards apply. Structural analysis hand calculations are used daily. Technical writing produces formal repair engineering orders.","- BS in Aerospace or Mechanical Engineering
- 4+ years structural repair or MRO experience
- SolidWorks and/or CATIA for repair modeling
- ANSYS FEA for repair validation
- Composite repair techniques (bonded, scarf)
- Metallic repair and doubler design
- GD&T per ASME Y14.5
- Fatigue analysis for repair life
- DFM for field installation
- AS9100 documentation and technical writing","Aerospace/Robotics"
